stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening C:\Users\ethan\OneDrive\Documents\GitHub\I2P2_final\bin\Debug\allegro5.cfg r
display  D   display_settings.c:398  _al_score_display_settings       [   0.02247] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.02248] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.02249] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.02250] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.02251] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.02251] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.02252] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.02253] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.02254] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.02255] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.02256] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.02257] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.02257] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.02258] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.02259] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.02260] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.02261] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.02262] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.02262] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.02263] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.02264] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.02265] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.02266] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.02267] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.02268] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.02268] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.02269] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.02270] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.02271] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.02272] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.02273] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.02273] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.02274] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.02275] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.02276] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.02277] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.02278] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.02278] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.02279] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.02280] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.02281] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.02282] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.02283] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.02283] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.02284] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.02285] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.02286] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.02287] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.02288] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.02288] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.02289] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.02290] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.02291] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.02292] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.02293] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.02293] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.02294] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.02295] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.02296] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.02297] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.02298] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.02299] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.02299] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.02300] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.02301] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.02302] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.02303] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.02304] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.02304] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.02305] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.02306] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.02307] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.02308] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.02309] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.02309] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.02310] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.02311] Single Buffer requirement not met.
d3d      D         d3d_disp.cpp:1682 d3d_create_display_internals     [   0.02314] Trying format 0.
d3d      I         d3d_disp.cpp:1358 d3d_display_thread_proc          [   0.02326] Chose a display format: 23
d3d      I         d3d_disp.cpp:1427 d3d_display_thread_proc          [   0.02329] Normal window.
d3d      I         d3d_disp.cpp:791  d3d_create_device                [   0.04168] Using no depth stencil buffer
d3d      D         d3d_disp.cpp:853  d3d_create_device                [   0.08071] BeginScene succeeded in create_device
d3d      D         d3d_disp.cpp:861  d3d_create_device                [   0.08074] Success
d3d      D         d3d_disp.cpp:1705 d3d_create_display_internals     [   0.08078] Resumed after wait.
d3d      I         d3d_disp.cpp:1738 d3d_create_display_internals     [   0.08085] Format 0 succeeded.
d3d      D         d3d_disp.cpp:1769 d3d_create_display_internals     [   0.08088] Returning d3d_display: 0000000001058090
d3d      D         d3d_disp.cpp:1794 d3d_create_display_locked        [   0.08090] al_display=0000000001058090
d3d      D         d3d_disp.cpp:1795 d3d_create_display_locked        [   0.08091] al_display->vt=0000000001057f20
system   D            wsystem.c:874  _al_win_safe_load_library        [   0.08136] PathFindOnPath found: C:\WINDOWS\system32\d3dx9_43.dll
system   D            wsystem.c:780  load_library_at_path             [   0.08138] Calling LoadLibrary C:\WINDOWS\system32\d3dx9_43.dll
system   I            wsystem.c:783  load_library_at_path             [   0.08174] Loaded C:\WINDOWS\system32\d3dx9_43.dll
d3dx9    I        d3d_d3dx9.cpp:88   _imp_load_d3dx9_module_version   [   0.08177] Module "d3dx9_43.dll" loaded.
dtor     D               dtor.c:196  _al_register_destructor          [   0.08181] added dtor for queue 0000000002aad7e0, func 00007ffb9205c5dc
dtor     D               dtor.c:196  _al_register_destructor          [   0.08182] added dtor for timer 0000000002aad8b0, func 00007ffb9206fb3b
dtor     D               dtor.c:196  _al_register_destructor          [   0.08183] added dtor for timer 0000000002aad960, func 00007ffb9206fb3b
audio-dsound I           dsound.cpp:271  _dsound_open                     [   0.08194] Starting DirectSound...
audio-dsound D           dsound.cpp:280  _dsound_open                     [   0.09651] DirectSoundCreate8 succeeded
audio-dsound I           dsound.cpp:73   get_window                       [   0.09654] Using desktop window: 0000000000010010
audio    I              audio.c:347  do_install_audio                 [   0.09660] Using DirectSound driver
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.09662] opening Caviar_Dreams_Bold.ttf rb
font     D                ttf.c:943  al_load_ttf_font_stretch_f       [   0.09682] Font Caviar_Dreams_Bold.ttf loaded with pixel size 0 x 12.
font     D                ttf.c:945  al_load_ttf_font_stretch_f       [   0.09683]     ascent=12.0, descent=-4.0, height=15.0
dtor     D               dtor.c:196  _al_register_destructor          [   0.09684] added dtor for ttf_font 0000000002aae060, func 00007ffb92154c05
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.09686] opening Caviar_Dreams_Bold.ttf rb
font     D                ttf.c:943  al_load_ttf_font_stretch_f       [   0.09697] Font Caviar_Dreams_Bold.ttf loaded with pixel size 0 x 24.
font     D                ttf.c:945  al_load_ttf_font_stretch_f       [   0.09698]     ascent=24.0, descent=-7.0, height=30.0
dtor     D               dtor.c:196  _al_register_destructor          [   0.09699] added dtor for ttf_font 0000000002aae000, func 00007ffb92154c05
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.09700] opening Caviar_Dreams_Bold.ttf rb
font     D                ttf.c:943  al_load_ttf_font_stretch_f       [   0.09711] Font Caviar_Dreams_Bold.ttf loaded with pixel size 0 x 36.
font     D                ttf.c:945  al_load_ttf_font_stretch_f       [   0.09712]     ascent=36.0, descent=-11.0, height=46.0
dtor     D               dtor.c:196  _al_register_destructor          [   0.09713] added dtor for ttf_font 0000000002aadca0, func 00007ffb92154c05
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.09715] opening ./icon.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.09723] opening ./icon.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.09733] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.09735] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.09735] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.09736] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.09737] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.09738] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.09739] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.09740] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.09740] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.09741] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.09742] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.09743] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.09744] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.09783] added dtor for bitmap 0000000002ac2e10, func 00007ffb92031bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.10344] opening ./StartBackground.jpg rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.10355] opening ./StartBackground.jpg rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.10365] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.10366] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.10367] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.10368] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.10369] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.10370] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.10370] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.10371] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.10372] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.10373] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.10373] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.10374] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.10375] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.10413] added dtor for bitmap 0000000002abfd30, func 00007ffb92031bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.11266] opening ./Tower/Arcane.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.11279] opening ./Tower/Arcane.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.11287] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.11289] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.11290] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.11292] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.11293] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.11294] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.11296] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.11297] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.11298] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.11299] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.11301] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.11302] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.11304] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.11348] added dtor for bitmap 0000000002ac1ae0, func 00007ffb92031bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.11807] opening ./Tower/Archer.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.11816] opening ./Tower/Archer.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.11822] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.11823] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.11824] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.11825] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.11825] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.11826] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.11827] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.11828] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.11828] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.11829] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.11830] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.11831] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.11832] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.11867] added dtor for bitmap 0000000002abfae0, func 00007ffb92031bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.11924] opening ./Tower/Canon.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.11933] opening ./Tower/Canon.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.11938] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.11939] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.11940] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.11940] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.11941] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.11942] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.11943] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.11944] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.11944] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.11945] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.11946] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.11947] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.11948] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.11970] added dtor for bitmap 0000000002ac16d0, func 00007ffb92031bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.12014] opening ./Tower/Poison.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.12022] opening ./Tower/Poison.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.12026] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.12028] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.12029] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.12030] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.12030] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.12031] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.12032] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.12033] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.12033] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.12034] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.12035] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.12036] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.12037] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.12074] added dtor for bitmap 0000000002ac1410, func 00007ffb92031bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.12121] opening ./Tower/Storm.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.12129] opening ./Tower/Storm.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.12133] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.12134] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.12135] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.12136] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.12137] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.12138] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.12138] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.12139] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.12140] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.12140] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.12141] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.12142] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.12143] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.12178] added dtor for bitmap 0000000002ac1880, func 00007ffb92031bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.12223] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.12224] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.12225] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.12226] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.12226] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.12227] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.12228] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.12229] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.12229] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.12230] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.12231] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.12232] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.12233] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.12267] added dtor for bitmap 0000000002abfee0, func 00007ffb92031bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.12415] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.12417] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   0.12820] removed dtor for bitmap 0000000002abfee0
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.12908] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.12909] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.12910] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.12911] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.12911] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.12912] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.12913] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.12914] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.12914] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.12915] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.12916] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.12917] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.12918] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.12952] added dtor for bitmap 0000000002abfee0, func 00007ffb92031bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.13270] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.13272] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   0.13476] removed dtor for bitmap 0000000002abfee0
audio-dsound D           dsound.cpp:311  _dsound_allocate_voice           [   0.13694] Allocating voice
audio-dsound D           dsound.cpp:370  _dsound_allocate_voice           [   0.13696] Allocated voice
dtor     D               dtor.c:196  _al_register_destructor          [   0.13697] added dtor for voice 0000000002aa3f40, func 00007ffb92165024
dtor     D               dtor.c:196  _al_register_destructor          [   0.13699] added dtor for mixer 0000000002ac1c90, func 00007ffb921604dc
audio-dsound D           dsound.cpp:466  _dsound_start_voice              [   0.13700] Starting voice
audio-dsound D           dsound.cpp:494  _dsound_start_voice              [   0.13701] CreateSoundBuffer
audio-dsound D           dsound.cpp:502  _dsound_start_voice              [   0.13820] CreateSoundBuffer succeeded
audio-dsound D           dsound.cpp:508  _dsound_start_voice              [   0.13822] Starting _dsound_update thread
audio-dsound I           dsound.cpp:518  _dsound_start_voice              [   0.13827] Voice started
dtor     D               dtor.c:196  _al_register_destructor          [   0.13829] added dtor for sample_instance 0000000002abbca0, func 00007ffb9215929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.13830] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.13831] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.13832] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.13833] added dtor for sample_instance 0000000002abfee0, func 00007ffb9215929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.13834] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.13835] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.13836] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.13836] added dtor for sample_instance 0000000002ac0000, func 00007ffb9215929b
